,video_id,cluster
1708,yVPAagsmmIs,-1
1709,xziWvBW7ngc,0
1710,218lD-c3RgQ,-1
1711,EuBBz3bI-aA,-1
1712,LuikWL9RWZ8,5
1713,Zlh-PLAsmQI,3
1714,RF53NPPhBmE,1
1715,oGc6YWMDaKE,4
1716,GHQyeXitLz4,-1
1717,2QDJ1lBGPnQ,-1
1718,atQ7aEYbenY,3
1719,xs9gUA0aDgI,1
1720,8nFW_y9YiFY,2
1721,scq_Ghq5EfE,-1
1722,FtIEhrZD_5I,-1
1723,wvgjo-87aVA,1
1724,AEoQ8KU-BrY,-1
1725,Q9CAHCyEKGQ,-1
1726,kqoovsyOEGE,2
1727,PIv8PHhVVjw,-1
1728,noVZqGc2hsU,-1
1729,VKnoyiNxflk,-1
1730,cqY2vecU2ls,2
1731,TrP_QxLM-yM,-1
1732,3BPzqH5sF90,1
1733,iPWHXrSTqGQ,13
1734,Mn8Rbc4DgDo,4
1735,JWYsWhR3Pxg,1
1736,nLzUorccy_w,2
1737,qRwhYk8UrSY,18
1738,mQAEmC5CAxM,1
1739,bxH8W6e0ou0,1
1740,1k6iy0u0lFs,11
1741,KBv-cR4o4Qo,1
1742,a7xcSGxesRE,-1
1743,HvMQONnCXbE,0
1744,GTvy9TCt0IQ,0
1745,UzeWdrd477w,2
1746,C2MWrCdGG0Q,-1
1747,n_H95yW8XK4,10
1748,N563APLFjZc,1
1749,V9a9tsNNamE,-1
1750,mp382uyy7ec,13
1751,h2FDq3agImI,1
1752,sPN_SAZGXdA,3
1753,63yr9dlI0cU,-1
1754,4vaF8Vbsr5s,1
1755,XmNQOSGcrUE,-1
1756,14sawjev1sc,0
1757,lEvoMBwD49M,-1
1758,Rn9OmxLDdXM,4
1759,Av58KL7XaRE,-1
1760,vgUWKXVvO9Q,3
1761,x-FwSiK6s_8,-1
1762,Cx5aNwnZYDc,10
1763,m0G3bprJf98,2
1764,RWPUxMNh5Iw,3
1765,l4AhpxpMc3g,4
1766,xqyJieYs_XY,-1
1767,Hm3x4Lh36io,1
1768,hcT0npnBB3U,1
1769,dpFt90YqkGo,3
1770,2lPz6dIRJpo,0
1771,-EpRqaPAOz4,14
1772,cPni3HqtaOM,3
1773,74DU02Fyrhk,0
1774,TJveOYsK6MY,-1
1775,OAzmsYWxOXQ,2
1776,-pIyGuA6Qo8,21
1777,0B1rYAQj4Z8,1
1778,lElYTSggIjU,3
1779,6M5VXKLf4D4,-1
1780,X_HV6jcwEbc,-1
1781,cvXVK8oqU4Q,-1
1782,E9eA_Zi9jWA,-1
1783,x2x8Ww7Es4s,-1
1784,5TfaRKi6AYA,3
1785,9WJfX0hsizI,-1
1786,mEsleV16qdo,-1
1787,Mubj_fqiAv8,0
1788,7htOOwrHcyc,-1
1789,m0OEHRA1Kfs,0
1790,ZHUvV7tgzn8,0
1791,3bhP7zulFfY,-1
1792,-aHBwTQQyNU,0
1793,TQMhCifLhxU,0
1794,05pEiLyYCOM,3
1795,pemO_7-94kc,3
1796,HY1t0tj45Fk,-1
1797,BY81yNttfpg,-1
1798,S0k_SrNBMPs,-1
1799,qBqIph_nwZM,-1
1800,0lEsbsvcU9c,4
1801,i8b4pEYIsIM,3
1802,i51lDfXdgxs,-1
1803,Hsvo1Klx6UM,1
1804,Z02U0zz0Pzg,1
1805,Li7GfFeOpZ0,2
1806,f38xjYKxc2o,-1
1807,fn33V4iX5G4,2
1808,TfOqbDYYjyk,-1
1809,vlzNUv0SI18,-1
1810,GXEXUCCCGzI,1
1811,F1LktIJKjAg,1
1812,Yhp5xACBKRA,3
1813,eGolCloRUh0,-1
1814,y3iLOxBTuy4,-1
1815,oq4Wu1PjukI,-1
1816,r1A2HiOxMo0,3
1817,OAFflBIiyqI,19
1818,VySGy2HPFUU,3
1819,1OB3cJvmHKo,12
1820,YHTSdd8-bnc,3
1821,Oruz3zeno1g,4
1822,m5E6QxKFYlM,0
1823,ZZicxQMsMy4,3
1824,d1t125-cwqc,4
1825,3Rx2x2traxw,0
1826,T3cOU_ljfr8,-1
1827,GYaR2kScIuM,2
1828,gWSUFST6EmY,0
1829,7Azhgh0nhBY,12
1830,vV12dGe_Fho,0
1831,riXpu1tHzl0,1
1832,NdL6RW7Aa30,-1
1833,kn7VagwwGLo,0
1834,xM02u0N6kys,4
1835,VxA6X2ageOw,1
1836,8QRq7YPm_HY,2
1837,AAr99hQ64AI,3
1838,S5KUpTgoSco,0
1839,cFImATAmwEE,3
1840,gZpUcsB9TFc,0
1841,i6e5NaG32QM,-1
1842,0CXQ68H0gRA,-1
1843,r3bkz6xRsls,3
1844,ar4SSx41YBY,1
1845,R6u5EBWAssY,-1
1846,RtW-bNFC-nY,-1
1847,SSE4M0gcmvE,0
1848,_5WeF6t-fPY,3
1849,Fo2iyeBZtW4,0
1850,Oxj1jMX0CG4,0
1851,1PJsZwpwZ7k,-1
1852,8Ja_7Fx2MmU,3
1853,-GECSptc9vQ,-1
1854,EDpklKP-Sm4,-1
1855,ydFn0ND425E,2
1856,HdIppwUJ0f8,0
1857,xk8wHY1AFpI,-1
1858,Yq0QkCxoTHM,0
1859,O2RIvJ1U7RE,-1
1860,KcMeaPmuWyA,3
1861,-4N27QlgJNQ,0
1862,LwPmxT_yIBY,4
1863,do5wrddhyPU,24
1864,fFtwJLUVyg8,3
1865,MDYZXB97Pws,-1
1866,0ICxaXhrpLA,5
1867,8VUzuZqWUwg,-1
1868,5pMQGT3O4CI,3
1869,xDznrlNcygE,-1
1870,WHwMkYh2rvA,4
1871,fZTa-9UTe08,-1
1872,578ug9EtWRE,0
1873,xr_eJp3ctzw,3
1874,_aQwa_kriPI,21
1875,rQ1N-qYDC1c,4
1876,mNP2iIqJnIo,-1
1877,60cYUO2bPO8,-1
1878,378jblUfpHU,0
1879,MIgg4aiNo4Q,0
1880,2VIMSZemazw,3
1881,AUe2NmSMVE8,2
1882,6R5ub-g_0j4,-1
1883,lObTKiyjcig,2
1884,HVZTfgmQ9Bs,1
1885,AY4ajbu_G3k,-1
1886,DsBGaHywRhs,-1
1887,Vof8ytP199w,4
1888,2HeYT1wOnZw,3
1889,FjszRaGdbXg,4
1890,iCT_0RzQN3M,3
1891,g6TBC0LY-mc,4
1892,mCAGiOoz5tA,4
1893,s0WAkkqiwVM,13
1894,U6ieiJAhXQ4,0
1895,g4PfkaAxMSY,-1
1896,6rrX3fQQwoo,2
1897,_6R7Ym6Vy_I,-1
1898,02Wfni1RAjU,6
1899,V_iSA19ggpE,0
1900,cnRf82pKCkw,-1
1901,rEDzUT3ymw4,0
1902,mWrWZD3x3Z4,-1
1903,4QzBdeUQ0Dc,4
1904,A4OVjWeVb10,0
1905,D0AGmAW1pdk,3
1906,kij5nxP4hpo,-1
1907,z6V53lKjiiI,0
1908,5xp0taGM3Kg,2
1909,G0y7NIPHTOY,-1
1910,YLTcltIJdjY,4
1911,-N_M5ccWU14,-1
1912,qYNweeDHiyU,4
1913,ir-kKed7Tw0,-1
1914,4p_OngPBiv8,-1
1915,Im4zNHkeGXI,3
1916,WMj6YwKNeno,-1
1917,Cu-UBInM2eo,0
1918,1FZ0A1QCMWc,0
1919,q7bKMHdxtPU,-1
1920,4U6ueXqZHYs,0
1921,KOpTQTyJQm8,3
1922,5ZStl38BSXU,5
1923,Ea6rS-Vs7CQ,2
1924,I2S40GSRdRE,-1
1925,muLPOvIEtaw,4
1926,-sPPcANjWds,0
1927,o9vweqHyKQ4,-1
1928,UuKv02veLmE,20
1929,SCJnwT-h7Aw,3
1930,SF4LBAeCISU,10
1931,9YB8WqJwc30,25
1932,__i-_hP2z9k,4
1933,y4nUtgyWx-8,3
1934,etaJRTWMek0,16
1935,q6kJ71tEYqM,4
1936,_G8gAVcbIE0,0
1937,jYe-RkLGsyA,4
1938,nbncJN4In84,1
1939,wJ9RyRBkgPo,0
1940,3SiWtAnUROs,0
1941,r9h_UfSqrDA,22
1942,tIeHLnjs5U8,-1
1943,8dfUbRDSeOI,0
1944,nmBwsBQRX9U,7
1945,tFx_UNW9I1U,-1
1946,FpvnF7_-tW8,0
1947,Y99ulujCheY,-1
1948,qIvkEEIA7dA,-1
1949,nK9g6lFte6c,12
1950,-hTmsyPOJhw,6
1951,GXTbZmzeubo,-1
1952,sPwf1zVifuw,0
1953,bn8rVBuIcFg,-1
1954,3Pu_ZUDCxPc,0
1955,Bi3Js2L_Jz8,5
1956,mdtWP3sjgys,3
1957,OLmylvitvVM,4
1958,8Vd3lDAo6m8,-1
1959,TGTn4JPPkoU,-1
1960,Beh13Cd_QbY,4
1961,FdaJTz3XSJI,3
1962,b4MUt3X1fS8,-1
1963,M20q9Qty0g8,1
1964,MCZkrQG2dM4,3
1965,ZMbAmqD_tn0,-1
1966,P2uDQiTz5Ss,4
1967,9RxkWxdea6E,3
1968,tSn4LfNeBQI,3
1969,NTJeGNGQVCQ,-1
1970,JO9Wn4qQF3A,3
1971,0UlN2dtCxEg,-1
1972,BTkXas77jeg,-1
1973,qXZt-B7iUyw,7
1974,R7PrNM_NGlk,3
1975,2HYemjTSxp8,-1
1976,uuud5GuUgRs,4
1977,lqsd4Zh0BMc,7
1978,LPnhVQ5ytaQ,2
1979,OI1vPRfnN2o,4
1980,xcODUk0o6tU,0
1981,5UkCTdN4m5E,-1
1982,IMrwjn9rwQc,0
1983,JJCq21Dc-Us,1
1984,s-s9ilkMVj8,0
1985,Z5F71NxMGjA,4
1986,O5976Ivj0m4,4
1987,Mb1srg1ON60,0
1988,JgHcd9G33s0,1
1989,v74uF9P_UKM,0
1990,CpnAAuk47Xg,2
1991,4Uh_1swSyGU,2
1992,aiKFBPiquxg,1
1993,2ePf9rue1Ao,-1
1994,Acx_Hcvh2g8,0
1995,gKvkUvdiCuI,1
1996,2oRcTPKw4sQ,3
1997,jLL_dPD1o3o,-1
1998,Yj7sIK0VMg0,0
1999,ho9vNL4MYZ8,-1
2000,iDBBVMptlZY,3
2001,MANy8G2Uar0,2
2002,9dFA8ZXFJqg,2
2003,-bfdkSDx5lE,13
2004,K_YSLLnnmUc,3
2005,_gqNo0kGUB4,0
2006,0IGLgzLuobQ,3
2007,N9Jc90AbcXc,3
2008,nU1UuXQ-xp0,0
2009,A2s55rkqn40,1
2010,PLzsk-5RnzA,3
2011,L-BX5AjGhlw,-1
2012,-NQw6NIN4wU,1
2013,hbahJFVrhmA,-1
2014,465IlT3UqCc,3
2015,CpxrsLkmYDI,3
2016,5ZQ9R8UVxik,13
2017,ii-FfE-7C-k,3
2018,Si4dvBbWJDM,0
2019,UDQ2gJZqqdE,-1
2020,HtxuSwqAwrg,14
2021,RgJBjSKfUnQ,3
2022,8MjIU4eq__A,-1
2023,KcBBkgjSz6c,0
2024,Ki9dVIK7Ws8,-1
2025,68lIfswwG2A,-1
2026,myba9Brsg6Q,3
2027,jBlTQjcKuaY,-1
2028,qyvlt7kiQoI,-1
2029,DUwDqSY8StE,-1
2030,P0o7W9gnijQ,-1
2031,OKaEbnmZ0PU,3
2032,fpOKLmZLTt0,4
2033,Mw9etoRz0Ic,0
2034,mlxoB3wI9eY,-1
2035,-sVLOR03_7o,8
2036,2aVo5pe8LaM,3
2037,QX9aJn__bCA,1
2038,tL_Crk4m8Zk,0
2039,xBGzzvTg9pY,3
2040,MT7M6vQPOno,23
2041,NVycFtOVTy4,3
2042,rpwwu2pkhbc,0
2043,4L86D_fU6sQ,0
2044,7cD-CTZuaHo,1
2045,Uij_U5R2b5c,-1
2046,c9xOix-SsGY,4
2047,HHmKOoABNWQ,3
2048,EYeF2e2IKEo,0
2049,XXnWKJ21Tx4,-1
2050,Xw3bsh0tWFU,-1
2051,Z7ASba6OxF8,-1
2052,UZd5-YEjk5Y,3
2053,Z7dZWbMtlY0,-1
2054,DAcCNtabe70,3
2055,7qYg9Il-pgA,3
2056,QhRLsssQoeM,-1
2057,iqHP1NVto4w,-1
2058,A2c7puTOANM,0
2059,PqF7C-8Bo4A,2
2060,BQ2R7gofSoU,2
2061,oLxXOEP34i0,-1
2062,-Onx6y3fTzo,1
2063,3m-R8G_NT3Y,3
2064,CtQoOZFpfgY,3
2065,dv9q7Ema40k,0
2066,VF2D9hEV1cE,0
2067,RhDFKyh5tf8,3
2068,zkzn8H-NTfw,4
2069,4yGfvx_rlK4,3
2070,p5M8R8KDnzw,2
2071,E4w1FpkvVYc,0
2072,60qzgcJObyY,0
2073,gMa_QHSAxOY,0
2074,C3s35OlzHyc,0
2075,tDhD0fzaU00,2
2076,sUEKoEgwN6Q,3
2077,3c0Vd5FxPks,-1
2078,mJeNghZXtMo,-1
2079,9NQW3ZrnOp8,0
2080,KHAu5A_flcQ,7
2081,ltQigQ3Nkf4,0
2082,JeU_EYFH1Jk,-1
2083,1C7YwDzlElM,3
2084,573lcx41NNQ,0
2085,4oPpSFp87iE,-1
2086,p_CeELTnWuA,4
2087,pTHBZ6AyzOg,0
2088,Bmokxgp8ttw,-1
2089,GK5ATUhdH74,0
2090,JT2viTz_0jU,3
2091,J-guci0Exz8,3
2092,nGz8GyyVI_w,0
2093,vcPNp21Mdg0,0
2094,a5fJvL6NM-g,3
2095,ajeTYqhRHno,-1
2096,B7_yW-ZSZoA,4
2097,e-QHuGQhd1E,-1
2098,-Ig7FDOMCNk,-1
2099,lXY6dmYV_PQ,-1
2100,jPmG2Z-X_DI,4
2101,YSQRWOy2Om4,-1
2102,A1kgMEs_ALI,21
2103,lLeRcD1zh2w,0
2104,DKSZHN7jftI,0
2105,XCNeTSBXIBk,15
2106,HcfnJUsQMtY,3
2107,KZq9U-E6uPM,15
2108,rbH2R6ZbZ1U,1
2109,jFHPEQi55Ko,4
2110,GA5i5M_Bh50,1
2111,cVNHsgKHOQQ,1
2112,ADdaJ5OiTXQ,4
2113,y3UKZPFgPW4,4
2114,Sqa7oFFL3VA,4
2115,gIqCCx3hRL8,0
2116,MFOyWbnmysk,2
2117,rQEh7d-qa38,-1
2118,ttIOdAdQaUE,-1
2119,Hdd9tcs6Jwk,0
2120,TpMIssRdhco,3
2121,YRhxdVk_sIs,-1
2122,QmPopGkpsnY,4
2123,gVWdxk4QjEM,-1
2124,1bHSTq4J25Q,4
2125,RCApqAN4oMc,4
2126,4gcDNtvXHPM,3
2127,CMrHM8a3hqw,0
2128,WmEpKFPVv2A,-1
2129,kkq3UWprxbE,-1
2130,aUlYe0Rka1o,2
2131,nuE8-MIdE5E,23
2132,f_nL0xa7fyI,-1
2133,sUc5zYwxOPA,6
2134,GweFbcPlJXg,-1
2135,fpSdY53bL-M,2
2136,sTx8AxTsCVA,-1
2137,P89IT5LsReY,2
2138,-EOD19KMfOo,3
2139,Lu56xVlZ40M,-1
2140,Bcgms_xkpSg,-1
2141,IYkoW9pXxRc,0
2142,vC-MvzOk400,3
2143,TVlHfNKz-LM,-1
2144,-017yX3f0W0,-1
2145,hDBBpSUHLNU,4
2146,NU1OQStNLkI,1
2147,xvhOZLMaquY,3
2148,IX0Id-tnZ0k,3
2149,TO0J2Yw7usM,-1
2150,YAMhxfUcfSA,2
2151,vbSDYVKIOB4,-1
2152,TI6aX-yU2tA,-1
2153,-3xb_bAaJ7M,1
2154,ihN44PjewTs,3
2155,Iv-l2Lbjx-Q,3
2156,Wt6dPvV74QM,-1
2157,HcSkBf5EYcg,2
2158,uBV0w8Qwhv4,0
2159,uXbi3JqZiGA,4
2160,UZ2nR_4v7cQ,4
2161,PX6sS2oV2zM,-1
2162,f4utF9IcvEM,1
2163,6JhgNG1uuoM,0
2164,P2zdHfVj78Y,1
2165,OmQiLvnY3WY,1
2166,OLQVeBJrvXk,3
2167,AjUhZsKgNlo,-1
2168,wcF1PEYnZWk,1
2169,zxzuYDf2B0s,1
2170,zS8iLeEtFJU,3
2171,KZXpdmLG6vE,0
2172,cyIINCqyi5g,0
2173,ZZ9Uzz-pefM,3
2174,_PDG1NYyMgY,3
2175,vQAikvMc49s,3
2176,3Pc33647_FI,-1
2177,AALBGpLbj6Q,-1
2178,FXdZm1EdiVs,3
2179,EBLVAMuaAwA,-1
2180,_AVBG6pgPhs,1
2181,aZfaDlRfMg8,3
2182,MtZ_12O9ywA,3
2183,CgDxV6uwbKM,-1
2184,Dzrh2uQgHiY,4
2185,pv9GF281Dp0,0
2186,uDE3tlI_7fs,3
2187,PZQMyj-9z-w,-1
2188,tRniOrgpI1g,3
2189,QB09BPiD_x4,3
2190,gvcbOSAkF2M,-1
2191,yI18t6suGVw,0
2192,a0_lo_GDcFw,-1
2193,fjovshfXCo8,0
2194,ZojOd3Me56Q,2
2195,oud4tR5sdC0,1
2196,D85fM2B997k,4
2197,AHueoEI4d9s,3
2198,Vdub4joHpPg,2
2199,aircAruvnKk,-1
2200,x8FHHH3flKw,-1
2201,WZOAtnI8u_g,1
2202,qB4HGMvrhwE,14
2203,Anq4PgdASsc,-1
2204,HyZhanswBBw,3
2205,a7RAfQzm5tY,4
2206,9TkafILavk0,-1
2207,gA4Mqmxwxys,3
2208,uP-eXrc44tU,1
2209,t4K6lney7Zw,-1
2210,-bu9x-UT0yk,24
2211,BR9h47Jtqyw,-1
2212,HIZYT9FdgoM,3
2213,JA96HYle9Ck,7
2214,qR3ji24PJ30,8
2215,yCYtp5jm7_o,-1
2216,ZbiQns2n0qI,-1
2217,k5vWj1qJw0I,1
2218,UOzOiIdLSFc,4
2219,cLLsc4Hlo-8,1
2220,8EHyru1qA2U,-1
2221,INVL7kHSUXs,3
2222,32YgTYMhT4o,-1
2223,V-OLZIpxtXY,0
2224,-cT1m6NZYWc,0
2225,HkS3cG3jCt0,1
2226,_XRCAMf9EDQ,4
2227,iI4ak7wSoTM,3
2228,hJP5GqnTrNo,-1
2229,56MD5YtKo0c,0
2230,FbhVtb7WlhI,0
2231,53K1dMyslJg,-1
2232,6kStxWm-nqI,15
2233,MMIsbl3DIL8,-1
2234,SEdbv4L83ys,-1
2235,yd_j_zdLDWs,-1
2236,tr6aatJL84A,3
2237,VNz3KGoAhG4,0
2238,QFvsaXO1LqI,0
2239,WGmath2RrYM,-1
2240,_po6xnKB72w,3
2241,AtCTU5NcIVU,4
2242,-8qzzN7CWxA,5
2243,Ei7yLJd7cy0,2
2244,qhhcj9ylUts,4
2245,msDxUAyGVx4,2
2246,oOUI8agoWLA,-1
2247,kdPwaWATYKg,7
2248,ejgscF9VvJM,3
2249,_JSR6e-4R-w,0
2250,nCIv6BToTxs,1
2251,uOvovORN4qo,5
2252,UJhtLygCt9I,3
2253,Oc_fVq5urv8,3
2254,0PrOA2JK6GQ,-1
2255,j6EB9HO6acE,0
2256,z3RbnbQANqM,4
2257,3K-vJlVMi5A,0
2258,EKSwyVqLL4s,1
2259,J69Pm2orvcg,2
2260,mQRrdHZJgzs,3
2261,Aof4BxK0UlY,-1
2262,bLak-_CnJTg,1
2263,ikowCJ4hbUE,1
2264,K1JQiJOQtno,4
2265,LE129eJqPHI,3
2266,K8Y4i5yXgcc,13
2267,NHszJiL-9pM,3
2268,xnt5ItUrBho,-1
2269,1wzPr4cUoMQ,-1
2270,xlIspq4bR6o,-1
2271,zfiSAzpy9NM,0
2272,MPHQrVT97rY,2
2273,cDhAm6R_lpE,-1
2274,z7a_pYs0pxU,1
2275,ajCQW9bI4nA,-1
2276,puB-4LuRNys,0
2277,xFGGksGUVcg,3
2278,7BPYHKmEsQ8,3
2279,2jk1kesj98g,26
2280,jaeNlxhQL1I,15
2281,BOTElbtqG7M,2
2282,tOqBBOjfXxw,4
2283,28O3Y0PYnoQ,2
2284,pGlQLMPI46g,1
2285,aJyXi79_K1k,-1
2286,VgFz0qdBz1E,0
2287,DoHa16qc96w,0
2288,Mpg5B70PCUQ,18
2289,nfc1F_9qCv4,3
2290,FmS3iPmkRXM,1
2291,cqE6WS2GFzA,0
2292,blUiq8Ha0n4,3
2293,uMtmhzLGzrQ,-1
2294,96k0sncyoXA,20
2295,vwTAi5zMyIU,8
2296,V1YjZvxfwzo,1
2297,GAyaQgfZTcs,-1
2298,ugmzuS7K1TU,-1
2299,fXI5y3o3-yc,1
2300,gFje4cwyUek,3
2301,yiXAmkimZRQ,-1
2302,cT8igWvi1FY,4
2303,FoM8dmFvNU0,3
2304,vNY-BET-0K0,1
2305,_XmGyd4smUs,2
2306,bnn3fiC45VM,2
2307,5P9clZaBcL4,0
2308,4HKqjENq9OU,-1
2309,W01tIRP_Rqs,4
2310,1HF1FldZ5xk,-1
2311,Y4qO9unerGs,0
2312,mxfElhVLeBI,3
2313,tRSoCOnK_hw,2
2314,zmIzNBMsQYQ,0
2315,K-A2aZ5XbfI,0
2316,MGINDYMsWYc,1
2317,5OneHs9GV0Y,1
2318,j-3vuBynnOE,0
2319,y7k-zCvOYxc,0
2320,UbSf1uPQMeY,0
2321,BjdpKNRVuvY,21
2322,-zOtLTSmJ-M,3
2323,oVsLAlw3Bbk,-1
2324,1Lnq9jMqWmo,1
2325,00RRIcDpBs0,4
2326,kIW55BCx0ik,4
2327,_d3xs1L4jeA,1
2328,R94JUxU5YYI,2
2329,RxvxFq3V-m4,20
2330,73RL3WPPFE0,-1
2331,RlPHrv7Oqg8,26
2332,2Tp3aSz8jFE,-1
2333,ck2oTYOZxj8,-1
2334,vD09QHzlVuc,3
2335,kSZG84NBLak,1
2336,MyZOtQCT0Bg,3
2337,cz42Db_PkO8,3
2338,mJf_vJK6STY,0
2339,jbgPc4wwGso,4
2340,c0m6yaGlZh4,-1
2341,X3paOmcrTjQ,-1
2342,WiC7ZS3g72g,2
2343,eVFl0JEUjcQ,2
2344,adSe9TCuZYs,3
2345,CfpsMkRSsVg,-1
2346,OASTvqNGspE,-1
2347,hsTkXqFz1rk,0
2348,jTW79fCanW0,24
2349,kUcSgSzuRSs,4
2350,7q8XQSUeUPc,0
2351,8w0IftYUxRM,-1
2352,E1yyaLRUnLo,0
2353,ZDC4KAJq6wQ,7
2354,xItXrrURG2k,-1
2355,wl0FGO5r2z8,-1
2356,ldrm8XDC7ro,13
2357,1v59j3XfmKs,11
2358,PzEWHH2v3TE,0
2359,nLO7-XIldmM,3
2360,P4o8AonCFhI,-1
2361,yZ6cELv8OZQ,-1
2362,UYjevrtucQk,2
2363,ER2It2mIagI,0
2364,RZo7a1Sq04Y,-1
2365,wSdeTPB6d4c,3
2366,Yza_fkmye44,3
2367,cXecxz-5ztU,2
2368,g4ZmJJWR34Q,-1
2369,FSit9d_2gWw,2
2370,S9ODucQBkVU,21
2371,DhoqHUcMTtA,11
2372,7fr1QsjL0UI,3
2373,KKNCiRWd_j0,-1
2374,snYHLqEtheI,0
2375,DJTSRmZFTzk,2
2376,2iHaSVEadiI,0
2377,lX7f5Lt_V70,-1
2378,wrf3bg5hwEg,3
2379,Lt6XnO3t7QU,-1
2380,szdXDuBl4xA,0
2381,WvoLTXIjBYU,0
2382,9JVc06hC1RQ,1
2383,PEJe8L2jwdE,2
2384,VP4od8-_EyA,2
2385,-SgkLEuhfbg,-1
2386,ERa3XqM6iR8,1
2387,23FXEhZtR0k,3
2388,6XfvBb2L01Q,0
2389,AE5jAZ7WgVU,2
2390,ZTNbca0tz_4,-1
2391,EfIEKqRtT-A,-1
2392,9g1ydi946io,19
2393,fRaNmO4skfQ,3
2394,WlxvuJZEIJg,-1
2395,wdh_lKX3Y0k,-1
2396,CpeL5Hb7T9U,13
2397,btLxTTkSZuY,1
2398,5koExepUUL8,0
2399,jBaH_g4QKAc,4
2400,Q9X_NGyYN3M,13
2401,I2ZK3ngNvvI,1
2402,x2y9DikMOg8,0
2403,amfEhMf79vg,10
2404,lTzHlU3OrXs,-1
2405,04S7al5_t9o,2
2406,HErQNTkBtDk,26
2407,de-Ix7D00P8,-1
2408,6sptoefvlew,-1
2409,e8EoQqSF5_E,-1
2410,jh5U5BnpGN8,3
2411,WJmLwBvyLsg,4
2412,p-QY7JNGD60,-1
2413,xHqNllq0WQo,0
2414,UVPHxIjhHH8,3
2415,LZA2xTpvWvI,16
2416,y-FfwQx0SUs,16
2417,EDY_5WQVxcY,2
2418,mTHCXGPWbbo,3
2419,NiY32wS2UVw,0
2420,3c5xkom9JnI,-1
2421,M_KyeqjEG6Y,2
2422,SZorAJ4I-sA,-1
2423,dw4UVzKQOnc,5
2424,6RdEnxEjoKo,11
2425,KytW151dpqU,-1
2426,VqFqWIqOB1g,-1
2427,K9EDnC8DCEo,3
2428,RzkD_rTEBYs,-1
2429,clKpYmv3jRg,-1
2430,1X8Tu6TmKhY,7
2431,g-K4rgtFgSs,0
2432,6io0uTtgVqs,3
2433,NsXJ1nMp2ks,3
2434,q4IqM1WEvsM,2
2435,JGw85BXQrvg,-1
2436,KIjAWIE8Ito,3
2437,TEk74E1lNpc,-1
2438,2kzkARUQ7Fg,0
2439,QO-93tY4YWg,0
2440,9D3L2hPmAPQ,2
2441,bBuCKzLTLeA,1
2442,-HizP4UQvug,3
2443,1qQ85yvyLhY,0
2444,taC5pMCm70U,0
2445,qCWRnzT1riA,-1
2446,fWTrJ-st-H0,3
2447,O464TUheNUs,4
2448,nfvYeGTZyS8,-1
2449,-a61zsRRONc,-1
2450,OxSiooVa6iY,3
2451,b_--xrN3eso,4
2452,rEifhfnNUEE,2
2453,CXtN2fik8L0,0
2454,RO97N0ERJ3s,2
2455,RoHxBZawaPY,-1
2456,bSq-UUXLa1g,16
2457,XiUlqN1Ay0U,4
2458,N2ddftN4vXc,4
2459,1b4gDSodMwo,1
2460,pn8Jp92tCGE,-1
2461,Ai0INe_deqY,0
2462,JiqNWCGzd9s,16
2463,ni6pkXT8r9c,12
2464,2VitSeNpdJg,0
2465,sfn0edwl0hY,-1
2466,EWw0dTjQ30w,4
2467,mQ-Bxazo3rM,2
2468,xvHCVnIlRps,-1
2469,QXXS8Veyzfg,9
2470,jNGsrhDhOjg,-1
2471,wD6-My8mL-U,0
2472,rvWqIn5w_gQ,1
2473,zIJRWjmW-GI,4
2474,7z1K3ih7YDQ,-1
2475,hsR950x3SPs,2
2476,ieBDpJSHTRI,3
2477,6jYQ1PlMklQ,-1
2478,U9Xj6Tpmxx0,3
2479,VoJVvfTnxxs,12
2480,2nrrSwwOyqo,2
2481,auR3R__PH0Q,-1
2482,r07Sofj_puQ,2
2483,88jjjqGnkhw,-1
2484,7txPRiHWS5I,3
2485,M8S7tza6yDY,0
2486,TfkHrvct1hg,0
2487,I7bgEdeOAfs,2
2488,sRcGT0LkJTM,-1
2489,76h2lVLHn80,1
2490,getSb9Nwp-4,-1
2491,AcBPniWBmqk,0
2492,4I284KJ8K5s,1
2493,1qgD0-MpWLk,1
2494,ouOsSun_ktY,3
2495,n3MvV8Re3wc,-1
2496,ebnZuV0yEh4,-1
2497,_8xVNtpqicU,2
2498,C6YtPJxNULA,0
2499,hBQ82vPjsWw,3
2500,wysf6inECRE,2
2501,OgPYgzSk41M,4
2502,urRbQ-xQCLE,3
2503,8agnf7XvEDk,0
2504,Luhw_Egnx4Y,3
2505,n-mkhB2ZWcE,3
2506,_Q3ELfNS_kE,4
2507,RvZbObFiTJY,-1
2508,qpfAAo9D0F4,0
2509,RWvt5zgCyPo,-1
2510,OjekUjlxN4A,4
2511,WbWQ7JwAfVI,-1
2512,tPYj3fFJGjk,-1
2513,HYuk-qMkY6Q,3
2514,AqDDGuG-d90,0
2515,Utwnm2kjYAM,4
2516,9TMMNO-F4MM,3
2517,Aut32pR5PQA,-1
2518,HbJfWWx4GaA,3
2519,kCm3AczFRE8,-1
2520,m3CkutAQ9qk,1
2521,QDX-1M5Nj7s,-1
2522,-3Yexx70g24,0
2523,KB45rBClgmA,-1
2524,d2nLCpGEUlo,0
2525,gQO_lQH0J-k,1
2526,t6Yq0mRBzXg,2
2527,g-fk3RQiw5Q,15
2528,g0LcTumW4es,-1
2529,3lx5YR9G8dk,2
2530,6EwaGd321Pg,0
2531,ze92M6xM9Dg,1
