,video_id,cluster
877,VPPe418hjew,3
878,djxc_8ZTbDo,24
879,prtc7Lt8LHw,-1
880,xTKoyfCQiiU,1
881,tTmhjsnC1bQ,-1
882,DknL690sGlU,0
883,b_p0ZGMZ4n8,-1
884,tjlrAEllIIo,-1
885,c8SFYuGiXAM,-1
886,c0Ody-HLvTk,3
887,OoT6EeRAgWk,-1
888,Z_ikDlimN6A,-1
889,YcsN9w1P_3w,0
890,LCOK9nO_Dys,-1
891,O1QTi40BoC4,0
892,pZQOAgESIcs,4
893,ZXiruGOCn9s,4
894,gI35RQyHTpk,-1
895,DjjQhjJMqkI,3
896,2CLKChuKbcE,-1
897,s11k0yAA8ZQ,-1
898,BYJszIs_8S4,-1
899,p_Y5xEjrWtE,15
900,UFDOY1wOOz0,0
901,xlF9dfGI4aE,1
902,zQ0Yeh2qdiM,0
903,_aCuOwF1ZjU,-1
904,CkF-LKpeqEk,13
905,df4ttNzmAHY,14
906,8O3lBTU2Ngg,13
907,1f-04mmLoPE,-1
908,FlgS1Ezon8Q,4
909,FekaoJub6hE,3
910,xQhCtnd-jgk,3
911,HZrj2wUqF3E,2
912,jeTiANBM8y4,3
913,1PWji2VGlNk,-1
914,PIAPzioNt9Y,-1
915,AOHsv3TTImM,2
916,kThRToZM2Ns,-1
917,QicIHGjaub4,-1
918,GXxjd1za6jk,0
919,v79HaxnAmYA,-1
920,zKaxW8HduNU,2
921,cFN8bT5OAe8,3
922,z4htvYxOlvE,0
923,nbWEbsMJoD8,4
924,sGQfiyXOvF0,-1
925,rHeaoaiBM6Y,-1
926,LHBE6Q9XlzI,-1
927,ahmrUTM48sQ,3
928,k_WJn40u-4U,-1
929,FO472ytVzHo,0
930,T0Pjki4vXx0,3
931,BWGejNNjsXc,-1
932,qLjBENfVsCM,4
933,J7LqgglEfQw,-1
934,TBVQFCkuD_A,3
935,lMZUu_v1Av8,-1
936,WBBJTB_ODfc,8
937,2xXB4yIYKE4,4
938,sguol03tfWo,-1
939,gh-iZ9NaeqE,11
940,o1pfROv-CTs,-1
941,uEPs-RL_VlQ,-1
942,v7mOZQeATKU,-1
943,q2kxEq2tVc8,17
944,FRlcoC9laGU,0
945,Iu7Yzf_QLcY,3
946,kDpmq7MDpjk,2
947,a3v-yRdYIRY,3
948,3oE88_6jAwc,-1
949,Se5uZcnFDDw,3
950,zjbJyHUkmys,-1
951,bOUfOOCFCrE,3
952,CcbK5vCVjw0,-1
953,dCsb6Z2n0o8,4
954,l81VkeZAnO0,2
955,c0oLY7hdOAA,7
956,WlUDK9jvrQk,1
957,3nZd9LluwIk,0
958,TKopbyIPo6Y,-1
959,fsxKUby4EEw,-1
960,SkI_QrWo_8U,-1
961,5XnHlluw-Eo,0
962,0jspaMLxBig,-1
963,AopGnnPPczY,1
964,vf9ddTfVJK0,0
965,NuzapT9cyd8,3
966,Wv0EO-PKj5A,6
967,YdEvzJDR0E4,0
968,lzaBbQKUtAA,-1
969,8hEl7ISVcRA,2
970,-KzJx4Zoz_U,-1
971,JE85PTDXARM,-1
972,sktoCJv2-3k,2
973,pjwchOlxnDs,-1
974,WHpt8Y8Yk74,20
975,Tr4F4-DruR0,1
976,BJ3U9KXewdc,-1
977,T76TFctCGVA,3
978,Hjfox_Gw4-o,4
979,WislI2La0vo,3
980,rlz3qyMQinQ,2
981,XtGiB0-Ec38,4
982,R1dLwhIdqf4,22
983,9gGnTQTYNaE,3
984,9LFbMz7DrDA,3
985,qv6UVOQ0F44,-1
986,HWa8FAqk1KQ,3
987,72wLFqGZEuU,-1
988,X5ib9dnGERo,4
989,V_xro1bcAuA,-1
990,ZEiVQiFmOPI,0
991,36W2RVzoD8Y,23
992,4QSV9biTSqY,1
993,AneIXxdu_g4,0
994,8cDPkGxJ2Y8,0
995,7AnsHyGepjM,4
996,U2NLyeeXaNk,-1
997,FMPYShYLg3o,1
998,KY8-WjpvRdk,3
999,EzywMP2u5PY,5
1000,NR05n6z8sTk,2
1001,DKDWB-36Ekg,2
1002,UTHudyIqkbo,3
1003,jyd4uH5dWJ8,-1
1004,AQRgUrnYxzI,-1
1005,KyowQUq90lQ,8
1006,hk8IBzjdWHg,-1
1007,lTd9RSxS9ZE,3
1008,BCavd7rkaqk,3
1009,yZ2ROmYxr3U,3
1010,6o7lQnbgKNs,-1
1011,-zs_VvctMDs,4
1012,lnO7hmD6qzo,3
1013,gZmobeGL0Yg,0
1014,Y5CEBAP6biI,-1
1015,PoEoTf8oBIk,0
1016,WxcpQW3afkw,-1
1017,Ef6L5YkGTMM,0
1018,3qGbPDRzYRI,3
1019,Amfrm2V_KO0,0
1020,K2tXKfKhryo,0
1021,3Rb2hRf5YCQ,3
1022,Rp7qqjlBeRY,-1
1023,Mp5JbFfh7YA,-1
1024,VuVjH7b40Vc,3
1025,R9OHn5ZF4Uo,-1
1026,euSJJTI6qpY,1
1027,QQCw_TPUUPk,3
1028,rWpiYvLHmzU,-1
1029,6eul1pfGKwk,24
1030,ThNqC9bP21A,2
1031,kW4XSvuBtDw,0
1032,fUEwoiC5AO0,-1
1033,nL0ioW8glYs,3
1034,shNLeGy0aHI,0
1035,py9PS8lSxKw,0
1036,LWiM-LuRe6w,-1
1037,R86Gnz3lEbw,-1
1038,TUs65EJgYzk,-1
1039,OasMIiEIOFQ,3
1040,DVroeIrYtHs,2
1041,lODWKgCfg_8,2
1042,eBz-S9o3Wng,4
1043,cjCmiXS6JwQ,0
1044,psKfEBBG8fQ,4
1045,ktKF9euO56U,4
1046,oV3ZY6tJiA0,-1
1047,IZMzY-CREHg,0
1048,RWewgdd_DiI,3
1049,H7wC4GEPJzI,-1
1050,Xmw9SWJ0L50,-1
1051,PdrCnv76ysY,2
1052,VZ7Iku1i0tc,4
1053,2aqZUI0hHzI,3
1054,PGmVFaZl0sw,2
1055,qcqTFaj6RLI,0
1056,5NzWFMNMxPc,3
1057,N_Zhn5rw8FQ,2
1058,0Kh8xE5EBvY,-1
1059,B2aI7m7wldw,0
1060,jgXp1EE4Wms,0
1061,YLPJRNRd-OM,-1
1062,gfsKal9G8-o,3
1063,lwhPVeR7J90,4
1064,pDXdlXlaCco,-1
1065,D7O3wn3TjNU,-1
1066,AvfGqiHPuXY,21
1067,0Z1tVL3Wh8I,2
1068,zvmrSS1X910,3
1069,FncUQHU3r2E,13
1070,E5jVBqe59EE,0
1071,klCheA8pWSQ,-1
1072,XpuW1eR42Cw,0
1073,pZsJbYIFCCw,1
1074,SgNzc1klons,13
1075,r0C2IOb_7vg,1
1076,Y76HQyR0FlI,0
1077,8TOgN-U0ask,25
1078,nEahhnk3VvM,26
1079,3scnZbjX3WA,-1
1080,TROgv9pSuhk,3
1081,VgmRBERTWro,-1
1082,_dWRo05gHbA,2
1083,QjMl9lgcOU0,3
1084,iyb38dzetRk,-1
1085,2jviQFFgEo0,3
1086,JhA663fSDWw,1
1087,rJ1Qao09CFI,-1
1088,GNt9d4qiNBo,3
1089,HYj_0zyS8_4,-1
1090,H5fdzoAeLCE,-1
1091,B9ylS2vOp34,-1
1092,lPvqvt55l3A,-1
1093,dEEgU77WQYs,1
1094,spHB7IEFXbg,-1
1095,HjOt-4k6haI,-1
1096,xDgUP9_jrXo,-1
1097,2MZs44gSIwg,-1
1098,SOPkyrnAa0E,3
1099,llyX3aSJ5Aw,2
1100,7gEzEAIELgQ,0
1101,puy_euthj4g,-1
1102,pHtgA2Nbdew,3
1103,VYA17BrH9rU,3
1104,gk3pKl3vuVs,0
1105,drmuwS23qds,0
1106,IzcX9bTJLj8,3
1107,SAUhNWQ0phQ,0
1108,cDTp-qXXZU0,3
1109,UFX4wgXlDlM,2
1110,NPoqrTUpcbc,14
1111,0g5GiNMCurE,-1
1112,0c4pgnFHQdQ,0
1113,7sB052Pz0sQ,-1
1114,cY_oXEkr48M,1
1115,AFc31AlnW_Y,0
1116,J_YLjCTOFWE,4
1117,ORX9bkR00PQ,3
1118,yVh0lVlerWs,7
1119,Z5s4cWbZX6E,0
1120,cBlsuMausrE,2
1121,4GPmdmn9_ZE,2
1122,xoue4-ohk1Y,3
1123,MJpwkvb5B-I,0
1124,PAcZPUjLdf4,-1
1125,YhIavI-SWDg,4
1126,7O8jtu3bpS8,-1
1127,_VPxEcT_Adc,-1
1128,XTgqCB8cPWE,0
1129,knQlJIjSWBE,0
1130,L_4BPjLBF4E,-1
1131,j538e7rx3F4,13
1132,bLHqHRWUUWg,4
1133,7eh4d6sabA0,-1
1134,RXTzVQQdHHE,2
1135,HHrWkArZjZU,-1
1136,kiVhhqArRyw,14
1137,Bh46zhesjdw,2
1138,lRqILuRhPXs,3
1139,tDZxKM4xNW8,0
1140,r2bPY2s9wII,7
1141,7gIr47cwvyk,2
1142,otTAJlDC_k8,2
1143,r0Ogt-q956I,-1
1144,-Udvb9awDxQ,9
1145,0xSSonMIqBk,6
1146,pMMK6lQvBW8,3
1147,4aNOjRmc-B8,3
1148,TCTZLST8te8,-1
1149,gmvvaobm7eQ,0
1150,AfAIS7_jJrk,1
1151,0yCJMt9Mx9c,-1
1152,aIIuv8BBTJE,1
1153,lfojKMmJApE,2
1154,ejkRh9obVjk,0
1155,mYrkA8BduMY,2
1156,rDu481JFwqM,1
1157,wdtVRpaC43s,3
1158,HSosVrefeZ0,2
1159,u9ECps9b664,1
1160,-qtyxuYnqzA,3
1161,MhDtioQkDVM,0
1162,qo_fUjb02ns,5
1163,UyNuSH3UWoY,0
1164,9LvHI9lI9No,-1
1165,vdRp_w9f-qM,1
1166,nt5DwCuYY5c,1
1167,Vio77-XAXTA,-1
1168,2rdQLU9a-SE,0
1169,U6sQC5NMa2I,-1
1170,eWoVz6Qcp0w,-1
1171,ZlfINJdVpco,3
1172,q55Tusc-rxc,-1
1173,9PLxWXBI5Pk,-1
1174,n24wUnJI4O8,2
1175,YJVgKF__qrA,-1
1176,SMaa3pnQmbg,0
1177,MTJZpO3bTpg,-1
1178,CbCZH0sPfiA,2
1179,GyI3WE5PKpY,0
1180,uyZXxLO7rSI,1
1181,4th7cghOufA,13
1182,dB5EJDXcH5c,0
1183,xOY_hXa6RUk,3
1184,XYDbqVsBt6o,-1
1185,LZzq1zSL1bs,-1
1186,IWNqoLF745Y,16
1187,HXW6UudA7nE,3
1188,JE-pPrXyNWk,1
1189,QTjv3ta0qO8,3
1190,rq_Xl71d3tE,0
1191,57BKHfavqzY,-1
1192,7Tb49HhaM84,-1
1193,Ar2-I4VUuI8,3
1194,LDU8MnXs-hc,-1
1195,25uN-Dfgk20,-1
1196,3WWc70TOHuw,2
1197,PMXOH5NmSSo,3
1198,pLQVzwI5VYs,1
1199,-wCN-Y3Ya0Y,4
1200,zu9r2Zsto58,3
1201,5ujNzQAp7iA,-1
1202,DFUdQOH1kLc,6
1203,4v7EMGH81ow,13
1204,jc-v0H9bLlc,4
1205,gT57PqRVOmg,1
1206,GcEnyIrxhv4,-1
1207,de7ptQ6Kwyw,3
1208,UOJO5pGiq6E,0
1209,8HifpykuTI4,1
1210,7B8nXrvlMz0,0
1211,b_kafEEc11c,3
1212,jSxCWLJt0wY,-1
1213,A5UjC8c318o,0
1214,HXGaabF6T7U,0
1215,HR91Wrr8KH8,0
1216,rdLgKcXW8ys,2
1217,2GS_I3p4Y5g,-1
1218,tS-Ptu5Wmh4,3
1219,4jmsHaJ7xEA,-1
1220,RsdDyiMlBJo,0
1221,J4Qsr93L1qs,3
1222,m_qaQHFfvYU,-1
1223,nCglvjJkU8A,0
1224,wyYt2k5OsY8,-1
1225,8vvtMJwlV18,3
1226,M9ZvWjFSIl4,-1
1227,uB3i-qV6VdM,0
1228,EVsnzLE27Wk,5
1229,HgBpFaATdoA,0
1230,eKVgfjkEGLQ,15
1231,32bGdh1Zv-k,0
1232,rHKwIYsPXLg,-1
1233,3cSjsTKtN9M,-1
1234,gCX3j1Fvdrk,4
1235,sFgIGYywJIY,3
1236,N3wJwz97b8A,-1
1237,Le-A72NjaWs,0
1238,JsINWzhKmcg,4
1239,m2BzvQyKxwg,-1
1240,rmKOOxU4Gf4,0
1241,t3M_VW5nv5s,0
1242,NTTm4KJm6u4,4
1243,b0Wv1IgSzQo,1
1244,L1qqm_j3XMw,4
1245,S2_wVeISuGw,1
1246,PXf975sHsvM,5
1247,4p_FKZ25T84,-1
1248,tXaQRl0eKd8,0
1249,3OGpbWLQQbo,-1
1250,qLK56SHxW0U,0
1251,5S7K5tDDWbQ,-1
1252,tawrEdUHQbs,2
1253,K6LN3ioaOHQ,5
1254,0cIrq6MdVUU,25
1255,iJ1oID3jXlU,-1
1256,yIRL4xtmXE4,-1
1257,BlYFE3jXlKE,2
1258,NiPr-ZX-1_o,11
1259,bRlVtjhkQ8M,4
1260,Qrbnasll_KA,2
1261,xfzGZB4HhEE,-1
1262,dwVwSZuJDBQ,7
1263,6-1-1Ifpsig,-1
1264,JJhcQPFmWRo,-1
1265,bCYuY1vZ02k,-1
1266,FyO34Azgsqs,3
1267,hEc9Zg238JI,3
1268,7x2YZhEj9Dw,-1
1269,pMqdlnE4pjg,13
1270,eDbaDbvCsg8,-1
1271,LlhfHoU3s3s,2
1272,aCEvtRtNO-M,0
1273,JPHS10dt_CY,5
1274,0NvVrXfsBrI,0
1275,Q-znUA9xSIU,-1
1276,bwtSIdgAR4I,1
1277,8QEK7B9GUhM,-1
1278,7Mg9PW94iFk,-1
1279,pZybROKrj2Q,-1
1280,PU5GZLozfDs,2
1281,DxZeVyetnJk,3
1282,nTxOyfMEkdE,3
1283,daWY_OZj8Ec,-1
1284,YS88akncKK4,4
1285,WmvV12HQ0UQ,1
1286,rXEHMpAxR14,4
1287,19TvCmqVXQ4,4
1288,S94VK0nspzY,-1
1289,H5RDyOW-sxk,3
1290,d1_dtBHp2EU,3
1291,jdziZWaaWxU,2
1292,aZJn7rbnWD8,4
1293,vz1Gswulbu0,3
1294,LOSJ5pzDin0,2
1295,qRd_wLIILxI,3
1296,ukzFI9rgwfU,-1
1297,Oy9xMoLh1Tw,3
1298,QgLUPAj3bns,-1
1299,kbQ240GyO-U,-1
1300,V4AcLJ2cgmU,0
1301,BfogwkWxC8k,-1
1302,1O_BenficgE,0
1303,v48H9ch_-Ec,-1
1304,mNB8NlwhAgg,0
1305,rOxO_ICdAmM,-1
1306,mzsqulKTwO0,-1
1307,RSC07WCYj1E,4
1308,HrhNIUTOUxU,3
1309,aStninMO6E8,0
1310,5dMXyiWddYs,-1
1311,-g-FtCfze4s,1
1312,16XyhUpKrXU,2
1313,0ljahy47bpI,3
1314,9dFhZFUkzuQ,-1
1315,ucAOQrnXbP0,-1
1316,6gd_MBRyBWE,21
1317,DVbiH_P2ogk,0
1318,nOUCLLem0-w,0
1319,qpp1G0iEL_c,-1
1320,AYWLZ1lES6g,-1
1321,vhpntW_C-HU,-1
1322,qul0f79gxGs,0
1323,P_TAklE-UmE,-1
1324,SA_SDo-cqpg,-1
1325,7WTEWyn9zfU,0
1326,wj1iyYmwAy4,3
1327,5cFUZ03Sbhc,-1
1328,wZtDR4oCCaA,-1
1329,EJG1GDe6XKY,3
1330,fTD6ConK71E,3
1331,t5YwqZqLjys,3
1332,h-LGwS4ZCHM,1
1333,vMDB6ekZhQk,3
1334,gmkA0f5OL64,0
1335,Iyllj5bOysc,3
1336,0-XzHUSZBQA,-1
1337,BK9M6wGEf3w,0
1338,fnwjsO9ky9o,0
1339,xQiLdkLLkLM,2
1340,6_s9jJud0KI,2
1341,G52W5xM-JXA,4
1342,iaZWghQL0DE,3
1343,0aK8CmQko0s,1
1344,vFmWUjfCgC4,-1
1345,6Jpaz3PVLNk,4
1346,zAbrzDuS7A0,0
1347,vTdX1nOwB14,3
1348,RGBvle2LX0Y,2
1349,buvE6l_SX0I,2
1350,hpgXa_5kKt0,24
1351,xtUcDWWRqEk,-1
1352,7R52wiUgxZI,-1
1353,VOJb4RMryWE,3
1354,y1F5rWzur0M,3
1355,4yLvdOx-Mk4,5
1356,RJn7AvdST5A,3
1357,bM00hBLPEZU,2
1358,Gbnep6RJinQ,4
1359,L8h2CHh5KJ4,0
1360,GjabdS4GIio,1
1361,awYahmtssec,-1
1362,E32Tvnm_X9Y,3
1363,PfY187sxquI,0
1364,ZUKz4125WNI,-1
1365,NK-yMnzVeJ0,0
1366,429BzS57yBQ,4
1367,7WWcZ_m7fmg,3
1368,Jm9kwEvisM8,1
1369,fUv6aXKD0Oo,2
1370,zv7bhZCUBAc,4
1371,i8NETqtGHms,1
1372,dRECy6Bv9jk,0
1373,BrNs0M77Pd4,-1
1374,5AmYlIMaLqU,1
1375,gfl9A7VXB5M,-1
1376,FWHxq3Femp0,4
1377,eypu48CbIIo,10
1378,uR1XI-0wJzA,1
1379,uqvFDm93uys,4
1380,l82PxsKHxYc,-1
1381,0HoSwHNUOHg,-1
1382,P5HNeahRYDM,0
1383,Y56WEVA2tXg,4
1384,oUF7XOHMn3o,4
1385,jZ0U339ewKo,3
1386,w3ACwUOjhXk,-1
1387,3HgtMMezTQM,-1
1388,YT-lPqYbv9k,-1
1389,l3NZgVBVuPQ,1
1390,OvqW2Q8XcmA,3
1391,oNT1MrIhtKc,1
1392,JZuw5F_lHhw,0
1393,28ugd8lS5k8,5
1394,-luOovu-fLw,-1
1395,Js2oAqEN_h0,0
1396,ViFyW7_z2Ns,3
1397,_eYDNcSYUCA,-1
1398,4AXR0v84DB4,-1
1399,XzwIMo_4lWk,2
1400,Q5pAhppTSaU,-1
1401,fltUauX6FKk,-1
1402,mwcOqGkL-1o,-1
1403,NHUjYTjGEV4,3
1404,tqiXLhzc3Ak,-1
1405,YYTzyxzXwII,1
1406,gKo-js8iXtE,2
1407,fqDh2-vqnTU,0
1408,IToIvCsyhPM,0
1409,KSlMSQVo-x0,-1
1410,v3SePt3fr9g,1
1411,NhSYCYjE8jo,-1
1412,VaeJgvCXcYM,4
1413,KcuaF14iiW8,3
1414,XqHQT0CUEEU,4
1415,gJ9NcxPUSPE,-1
1416,26CpvVGgM28,2
1417,gToelBA2soM,-1
1418,Aw963iO_W_A,2
1419,SW6AE76Pi50,-1
1420,5cBjPJe5ExA,4
1421,dO_Bd65ja0U,-1
1422,7yB9QOvYIR4,2
1423,Q4abG3OPNX8,4
1424,qmPX8-HK1os,-1
1425,ImUtr3kCiNU,0
1426,vdiK1d2Vzt8,-1
1427,hJW7ir_XuOM,-1
1428,NYNN87txLWQ,-1
1429,wsXl4CLOeew,3
1430,Mz2oZUD5Rg4,1
1431,AJU5Jz6rQ20,3
1432,HTIS3Mft3mk,0
1433,zKrGRaQCWQE,0
1434,FOmIm4wZs6Q,11
1435,dQjuegkpm2I,3
1436,ZTqyC9g1bMY,3
1437,mkRVHLQmsp4,1
1438,kZFQx24nH80,4
1439,tfa007Ts1nk,0
1440,v6VJ2RO66Ag,0
1441,vpm8T-JhOjo,0
1442,vba8UBwDuXk,4
1443,hVicwbhbdHo,3
1444,HWobiyFD0PQ,4
1445,0oyCUWLL_fU,-1
1446,9W6OQ-ktQhU,0
1447,6stDhEA0wFQ,0
1448,OhKa5coPqs4,5
1449,V3WQfTlW0fQ,0
1450,VoT-oiO6gGs,4
1451,lbEXe2tJ3MU,0
1452,2Pb7HuZlm2Y,4
1453,SHfP8SPOEEw,0
1454,Yzk0_r_ZWZg,1
1455,05KLnErGQnY,-1
1456,brfVuoxLMng,13
1457,0iaAvNnw2hE,1
1458,r9fvzrfDDSE,3
1459,Hf_HArPE8ls,2
1460,z-EtmaFJieY,-1
1461,3bkVZbYWyXQ,4
1462,Le122vas9aM,-1
1463,vWBRdXMlzgU,3
1464,DHyUYg8X31c,-1
1465,Ro0S9DfzxfY,3
1466,WG11dLGUBbQ,-1
1467,hqddTc3SKhw,0
1468,VW1ssjF80AY,1
1469,6rxuumel1uw,3
1470,pe4EnivoRHk,0
1471,YJ9JPTVq-zI,0
1472,oeuJO8i5gTI,3
1473,_U2YobRC8OY,-1
1474,58SZ_2CKvkg,-1
1475,Y8nfvBVB_FM,3
1476,zDYVR81sHBo,3
1477,vtp63tY6LLQ,3
1478,SK9qBFVv40M,3
1479,zTioBYdv2o4,-1
1480,WXuK6gekU1Y,-1
1481,Hswzb8Zthuw,3
1482,fWqpPsMXVsI,-1
1483,3f8zwjCcpk0,13
1484,GrVWqiFyxdk,-1
1485,1eBxt9HUfh8,-1
1486,enZJGQf2FUs,4
1487,h66vSKpfZws,2
1488,XoVt4z8yP3M,4
1489,Z7olddMLs28,1
1490,qpoRO378qRY,-1
1491,ixIoDYVfKA0,-1
1492,brSNwP5OsUI,3
1493,Jt7iEBuvuuI,2
1494,uSAMVydkfBI,-1
1495,Vm7QkdWZvCU,-1
1496,uzj7cOGM24U,3
1497,_RMuxWvUNQ0,4
1498,6wU73ExafGM,-1
1499,B4J4CFb8kp0,2
1500,9cXM49Iu6lM,1
1501,wiscimXGqxg,0
1502,0O1ASUzECKs,2
1503,8-eDeCsjVYw,3
1504,kPXxbmBsFxs,-1
1505,jyk4ISfdMs8,-1
1506,nPrhFxEuTYU,0
1507,f66MiCvFlB4,4
1508,1vsmaEfbnoE,-1
1509,M7ZJ74RVHqo,7
1510,Rmtr9SY-4VQ,0
1511,YV0ATCvSLJw,15
1512,JxgmHe2NyeY,-1
1513,krGBKo5A77E,3
1514,M8SX4wwHiFc,-1
1515,1Br_cs2ruNE,3
1516,SWFzAXyWOoE,-1
1517,C22H-Ek9V94,4
1518,5xiWNPV3Z3k,4
1519,3vDX8LhQalA,-1
1520,Mqtj9HUYjLA,3
1521,oJNHXPs0XDk,-1
1522,2zCh_6GO49c,1
1523,IssB4wkge4o,2
1524,9OWiiXelMDs,-1
1525,wQjZERRGmio,2
1526,kuvFoXzTK3E,-1
1527,J3nFOPoVnPw,0
1528,3cKCoWX186Y,-1
1529,u2aiUs5giDc,-1
1530,IikHET7tR8Y,2
1531,Pjv_G8glL0w,2
1532,OXwZtlcTiuk,0
1533,UONU8mq7fJw,1
1534,cxOLMXXVS4s,4
1535,s3NvIc5hCvg,-1
1536,eoT2890I7yA,3
1537,_ZQ-lQrK9Rg,0
1538,xFQ-djoTMPc,3
1539,MfIjxPh6Pys,-1
1540,cuzLGfED5K0,2
1541,hIO4Kli1Zz0,4
1542,kPHa5cLfRdw,-1
1543,upUZU5hvZQY,3
1544,fvtrRGmv7aU,-1
1545,V94CBgy7wNI,3
1546,-UBaW1OIgTo,-1
1547,uzL62lh6x9g,0
1548,yi_8W1Ja_80,2
1549,S5t6K9iwcdw,-1
1550,UZ_5zl-diiY,-1
1551,Kw4j-7Xj1jI,3
1552,_j1eODrkGS4,0
1553,H-c49jQxGbs,-1
1554,FTA2GVekXmo,13
1555,uz5qXBGM9HY,4
1556,v4Qj1UevInQ,3
1557,weAx9fwMDwg,-1
1558,X-HRkyrFwY0,-1
1559,GmuNZSBSLoA,-1
1560,x7qyVD8PkMs,3
1561,ppRIsJRgI4M,5
1562,5q87K1WaoFI,-1
1563,cJVkqh7-EZs,0
1564,6AK7qC2XGHY,0
1565,ikRZexPulbU,0
1566,AsNTP8Kwu80,0
1567,Nde27jA2DEw,3
1568,ZgmuzhXPHLE,0
1569,8aNmb7dWLRY,0
1570,VlPBAp7gHqY,0
1571,29jvJQ712Ms,4
1572,R7U2lF601jo,-1
1573,_DwFlpw8Lxk,2
1574,4eTyGwhrJK4,0
1575,W3dUxFBG64o,13
1576,wCcnZeGAaWk,0
1577,8Ng-BXxAZzY,4
1578,Ui85SVJsRf8,0
1579,Gc6vooQ2jh8,3
1580,5FeJwz6AMnk,4
1581,6PL6Yr9RNjQ,3
1582,q4YjY7lN0HY,0
1583,tFIB4V2TLFM,0
1584,BhaJVZNpL4M,3
1585,ULI4SzttnAo,4
1586,mfhTwyR_41I,0
1587,IRMhT4FWBrc,-1
1588,skE7dpzagtI,2
1589,rzNr9roiXec,-1
1590,vg9uUYo_tvU,3
1591,b8zb6vFopwM,3
1592,il9I_Vw2Rr8,4
1593,0c8FFqVqIjU,20
1594,EvK2ZQbMn8o,1
1595,7oGmyw4uaMs,3
1596,my2L9-SpnLY,-1
1597,g59URBRwfg4,3
1598,PeMlggyqz0Y,1
1599,uyWVj9zA_7I,3
1600,fF7PYGkoxNg,0
1601,3fOguIUUxRo,-1
1602,2frJsC_Q3I0,3
1603,r7QZDu6etd0,2
1604,TNW1r-_mUmU,3
1605,GXZ_smydwQQ,-1
1606,pEF09AOeMJg,4
1607,TR7AGmey1C8,-1
1608,JqnjGGuyYr0,0
1609,iMt1l35RhfU,4
1610,Oth_jnB5lOA,0
1611,kWmX3pd1f10,-1
1612,7u5ZRoyt9vw,0
1613,WRUliRQ2MHA,5
1614,iBWixWwn5Dk,-1
1615,S4323uM6d4o,1
1616,me9dg5R1UnQ,-1
1617,XYJbasP66zw,-1
1618,UX6EMBeztyQ,4
1619,j2a3BK_4WRg,3
1620,gWzfL4nJB0o,0
1621,GuYhJ-kCnGg,4
1622,NlOcSPDFnk0,3
1623,S9D7qgcoiYc,4
1624,PLyz_Ten44U,3
1625,srOv85nNcek,2
1626,qV76VwCG1Cs,3
1627,wtS5q_F8v90,2
1628,wOySVCG_cgY,13
1629,flqQpOBFYM0,1
1630,_vy3Kr9v6ns,0
1631,WkihQ-Bo5lU,3
1632,1LyacmzB1Og,3
1633,PdNqp3ICITE,3
1634,GFOZ27yskSQ,2
1635,jmmW0F0biz0,4
1636,cOiGU2exv0U,11
1637,uUT5IuUBWbA,-1
1638,Fe04JM653fo,2
1639,yewxT-rW1Ws,13
1640,mkiDXTS6-mU,14
1641,H-RKfV2ZJbI,-1
1642,Gdm0soVL3-I,2
1643,0zi-CG_iB6w,0
1644,crIENWSHDv8,-1
1645,Ns-XBWZUm1s,4
1646,UKYwW0zwMGQ,-1
1647,wbmbTqIKii8,3
1648,eZOXrrQmYbc,0
1649,iZjWEVkDrHY,-1
1650,32JkjNLRXRM,4
1651,OWvy-fCWTBQ,0
1652,_U21fT8VLp0,-1
1653,PRMQx3vJqjA,3
1654,ZDBODTy92Ls,-1
1655,pThOkvOd9Iw,2
1656,O7DZcaV6MaI,3
1657,rmCMFcB3biE,4
1658,LxiVKLiGNJ4,-1
1659,xL8UXk_gBJ4,4
1660,2XCpOuiy_e4,0
1661,bmwQdroprVo,1
1662,K4gYHrJMKRY,-1
1663,jNP0tcm1GnU,-1
1664,8neI5zedq0U,4
1665,x-AjADP0B18,3
1666,gfJWr1uVD-0,-1
1667,DgpYiysQjeI,-1
1668,fBncbUmO-L4,-1
1669,g-klWxwCRyk,13
1670,09XlEddk9sU,-1
1671,terWb6ja-HM,3
1672,Vtr9KcucHy8,3
1673,atk11CMkSqs,4
1674,zZXdfAfmdSs,2
1675,dvcD7q5nERY,3
1676,8vK72UJJjb4,-1
1677,8C_QwACfukk,3
1678,T0KG2UWmksg,0
1679,FxjKXkJgDy0,2
1680,9BdUTvbk9lE,-1
1681,p4s2-PqxN4Q,3
1682,6NkFPJfSyRM,-1
1683,WZD_I7s39Zc,2
1684,kuB2mVCn8_o,5
1685,vaaBrjXjp9o,-1
1686,VUoM7p_Fb1k,1
1687,27i2l5X05as,-1
1688,Bl3XzBWpZbY,2
1689,q38OCBrQv3k,3
1690,sY2Jg4kJujk,0
1691,BqcJvn6nqyw,-1
1692,kHIl4viepoE,4
1693,b5F667g1yCk,0
1694,tLoP3c7qd_I,3
1695,xQ8JJaop2m4,-1
1696,7O_X-OYQAJo,-1
1697,Cwb9_4YdNyQ,0
1698,WHF8y2mJFxA,-1
1699,5mCnQz3wwAY,0
1700,aRm7fppL5Mk,-1
1701,zsy3z14Dwpk,3
1702,cGuh5XAdowg,3
1703,ZFBaqd4Yp5Y,3
1704,ysQun8VbUmM,0
1705,dzC5oT30jKU,2
1706,BQifS4a1y2A,2
1707,H8VtaNM1wqI,0
