video_id,viewCount,likeCount,commentCount,total_comments_likes,licensed,duration,video_age_days,weighted_sentiment,subscriber_count,video_count,view_count,channel_age_days,category_Autos & Vehicles,category_Comedy,category_Education,category_Entertainment,category_Film & Animation,category_Gaming,category_Howto & Style,category_Music,category_News & Politics,category_People & Blogs,category_Pets & Animals,category_Science & Technology,category_Sports,category_Travel & Events,cluster
Bi7f1JSSlh8,-0.032854319390113115,-0.03181264995605389,-0.017679208280135417,0.037986608378849346,1.0807404868885035,-0.3057270393470915,0.9630439249390889,-0.20430484062547605,0.5905573652180219,-0.21072509316175617,0.3277051093800841,1.8106718769159653,-0.07945226528063898,-0.03844732240543962,-0.7436454773536505,-0.2037315229310835,-0.0720616287512219,-0.07706571208529162,-0.10400413155653024,-0.06384029722254403,-0.2776806048016117,-0.41551477876448695,-0.0271763212599322,1.4324111846120866,-0.019213013923474496,-0.06085806194501845,-1
JDFYAXsLCW0,-0.18423488297358048,-0.13525115738592766,-0.16754732823071208,-0.1077312286789071,-0.9252915127470066,-0.38372153954023935,-1.197970072194494,1.6808674518493898,-0.29126985372382813,-0.23501247573144016,-0.2622011702749131,-1.6588854135789135,-0.07945226528063898,-0.03844732240543962,-0.7436454773536505,-0.2037315229310835,-0.0720616287512219,-0.07706571208529162,-0.10400413155653024,-0.06384029722254403,-0.2776806048016117,2.4066532674805248,-0.0271763212599322,-0.6981235630820708,-0.019213013923474496,-0.06085806194501845,3
X591qpFytM8,-0.1452267755162784,-0.03763626565585911,-0.1243733996356784,-0.09648522147944827,1.0807404868885035,-0.3780219414492016,-1.2027749949229734,-0.2552324542860358,0.10159462576162936,-0.20701318752528272,0.5926619654908851,-1.2597375083764542,-0.07945226528063898,-0.03844732240543962,-0.7436454773536505,4.9084205802470295,-0.0720616287512219,-0.07706571208529162,-0.10400413155653024,-0.06384029722254403,-0.2776806048016117,-0.41551477876448695,-0.0271763212599322,-0.6981235630820708,-0.019213013923474496,-0.06085806194501845,-1
ixfAdv9sL30,-0.13042951738340053,-0.10976736537625367,-0.08715449567444247,-0.09308340435505681,1.0807404868885035,1.5112448363063566,0.23750059293870862,-0.2418886101798733,-0.24900660488788878,-0.22208480437682576,-0.24628287758513323,-0.41626517075155034,-0.07945226528063898,-0.03844732240543962,-0.7436454773536505,-0.2037315229310835,-0.0720616287512219,-0.07706571208529162,-0.10400413155653024,-0.06384029722254403,-0.2776806048016117,-0.41551477876448695,-0.0271763212599322,1.4324111846120866,-0.019213013923474496,-0.06085806194501845,-1
BJ6kyj-st9k,-0.1379802357792298,-0.11855387327420541,-0.13975721327298926,-0.10589024529394231,1.0807404868885035,-0.23703188340774203,0.2471104383956673,0.946559044856968,-0.2858603030670038,-0.2328365310479902,-0.2602209449223714,0.7769266364115935,-0.07945226528063898,-0.03844732240543962,-0.7436454773536505,-0.2037315229310835,-0.0720616287512219,-0.07706571208529162,-0.10400413155653024,-0.06384029722254403,-0.2776806048016117,-0.41551477876448695,-0.0271763212599322,1.4324111846120866,-0.019213013923474496,-0.06085806194501845,2
ZhzatOlPXmA,-0.18417404724182435,-0.13533873055434578,-0.16804358028352856,-0.1077312286789071,-0.9252915127470066,0.6596048899665615,-0.36551720948544847,-1.1013734737695278,-0.29123590390916715,-0.23469248386622693,-0.26217815302865927,-1.0163157499440623,-0.07945226528063898,-0.03844732240543962,-0.7436454773536505,-0.2037315229310835,-0.0720616287512219,-0.07706571208529162,-0.10400413155653024,-0.06384029722254403,-0.2776806048016117,-0.41551477876448695,-0.0271763212599322,1.4324111846120866,-0.019213013923474496,-0.06085806194501845,1
gNkFVws3JMo,-0.18420180723592666,-0.13529494397013672,-0.16804358028352856,-0.1077312286789071,1.0807404868885035,-0.3390246913526277,-0.528884582253746,-1.1013734737695278,-0.25797448045870475,0.19336063422950814,-0.17911389107798867,0.9767663332905878,-0.07945226528063898,-0.03844732240543962,-0.7436454773536505,-0.2037315229310835,-0.0720616287512219,-0.07706571208529162,-0.10400413155653024,-0.06384029722254403,3.601259802478634,-0.41551477876448695,-0.0271763212599322,-0.6981235630820708,-0.019213013923474496,-0.06085806194501845,-1
-v123Dqwrxs,-0.18426973062575147,-0.13533873055434578,-0.16804358028352856,-0.1077312286789071,-0.9252915127470066,-0.3846214760809295,-1.2015737642408535,-1.1013734737695278,-0.29128351905803124,-0.23587645376751587,-0.26220495323609183,-0.03306192221496827,-0.07945226528063898,-0.03844732240543962,-0.7436454773536505,-0.2037315229310835,-0.0720616287512219,-0.07706571208529162,-0.10400413155653024,-0.06384029722254403,-0.2776806048016117,2.4066532674805248,-0.0271763212599322,-0.6981235630820708,-0.019213013923474496,-0.06085806194501845,3
IbDfTLOYZM0,-0.18093971260981864,-0.13260936680531427,-0.16109605154409784,-0.10709088663196281,1.0807404868885035,0.36712551424225714,-1.1991713028766138,1.1770258781472087,-0.18537739250448051,-0.23024459693976307,-0.20825015076437203,-0.0017040974387431136,-0.07945226528063898,-0.03844732240543962,-0.7436454773536505,-0.2037315229310835,-0.0720616287512219,-0.07706571208529162,-0.10400413155653024,-0.06384029722254403,-0.2776806048016117,-0.41551477876448695,-0.0271763212599322,1.4324111846120866,-0.019213013923474496,-0.06085806194501845,-1
uyLEICmajKc,-0.17911818448616895,-0.13469652731927956,-0.16357731180818025,-0.10761116454510504,-0.9252915127470066,-0.19083514098564677,0.6158882578064566,1.4822463635482612,-0.29069014462442894,-0.234500488747099,-0.261993181955225,-0.12819837365470224,-0.07945226528063898,-0.03844732240543962,1.344726795836394,-0.2037315229310835,-0.0720616287512219,-0.07706571208529162,-0.10400413155653024,-0.06384029722254403,-0.2776806048016117,-0.41551477876448695,-0.0271763212599322,-0.6981235630820708,-0.019213013923474496,-0.06085806194501845,4
sw3o0rAazMg,-0.08388073237919978,-0.048553720651985204,-0.09211701620260726,-0.0946842594724175,1.0807404868885035,-0.11374057733318907,0.07653568153465075,1.2653983603288732,-0.23256549967472626,-0.22666068804937492,-0.24693937699334761,-0.5868729970764364,-0.07945226528063898,-0.03844732240543962,-0.7436454773536505,-0.2037315229310835,-0.0720616287512219,-0.07706571208529162,-0.10400413155653024,-0.06384029722254403,-0.2776806048016117,2.4066532674805248,-0.0271763212599322,-0.6981235630820708,-0.019213013923474496,-0.06085806194501845,5
pjgfffzvbUg,-0.1755206073781436,-0.1348716736561158,-0.16804358028352856,-0.1077312286789071,-0.9252915127470066,-0.36902257604229993,4.243604917808358,-1.1013734737695278,-0.16103601595512296,0.7234591581417417,-0.10604263154917815,0.7684228195231256,-0.07945226528063898,-0.03844732240543962,1.344726795836394,-0.2037315229310835,-0.0720616287512219,-0.07706571208529162,-0.10400413155653024,-0.06384029722254403,-0.2776806048016117,-0.41551477876448695,-0.0271763212599322,-0.6981235630820708,-0.019213013923474496,-0.06085806194501845,6
V5uEaqCppoU,-0.18404351620572623,-0.13525115738592766,-0.16804358028352856,-0.1077312286789071,-0.9252915127470066,0.869890061641164,1.8099115558335725,-1.1013734737695278,-0.26331250163180947,-0.1449667648604378,-0.2560060749232364,0.11469189622216046,-0.07945226528063898,-0.03844732240543962,-0.7436454773536505,-0.2037315229310835,-0.0720616287512219,-0.07706571208529162,-0.10400413155653024,-0.06384029722254403,-0.2776806048016117,-0.41551477876448695,-0.0271763212599322,1.4324111846120866,-0.019213013923474496,-0.06085806194501845,1
alQSl1vaaBM,-0.18420830425582296,-0.13530953949820643,-0.16804358028352856,-0.1077312286789071,-0.9252915127470066,-0.3252256643953784,-0.1565030707965972,-1.1013734737695278,-0.2905470856569897,-0.22630869699764036,-0.26204239977106314,0.24756403510447045,-0.07945226528063898,-0.03844732240543962,1.344726795836394,-0.2037315229310835,-0.0720616287512219,-0.07706571208529162,-0.10400413155653024,-0.06384029722254403,-0.2776806048016117,-0.41551477876448695,-0.0271763212599322,-0.6981235630820708,-0.019213013923474496,-0.06085806194501845,4
Hng5AYco6fo,-0.15935897506704558,-0.12681494216164843,-0.15762228717438248,-0.1070508652540288,1.0807404868885035,-0.30272725087812424,-0.08442922986940711,0.694371165032958,-0.2637395433256578,-0.0636888310962779,-0.24246427317905944,-0.6208882646303078,-0.07945226528063898,-0.03844732240543962,1.344726795836394,-0.2037315229310835,-0.0720616287512219,-0.07706571208529162,-0.10400413155653024,-0.06384029722254403,-0.2776806048016117,-0.41551477876448695,-0.0271763212599322,-0.6981235630820708,-0.019213013923474496,-0.06085806194501845,0
r31jnE7pR-g,-0.10121182827162929,-0.11589748716552233,-0.1030345613645698,-0.10152791509913443,-0.9252915127470066,-0.34232445866849165,0.5378082634686673,0.48100108384741175,-0.2912098543658424,-0.22656469048981095,-0.2620686789816768,-0.3237861620894626,-0.07945226528063898,-0.03844732240543962,-0.7436454773536505,-0.2037315229310835,-0.0720616287512219,-0.07706571208529162,-0.10400413155653024,-0.06384029722254403,-0.2776806048016117,-0.41551477876448695,-0.0271763212599322,1.4324111846120866,-0.019213013923474496,-0.06085806194501845,1
c-qwISJGebI,-0.1838805000701467,-0.13506141552102174,-0.16605857207226263,-0.10765118592303906,1.0807404868885035,-0.37202236451126713,-0.5889461163597377,0.7534538099764172,-0.27857924218688895,-0.2336685098975446,-0.25985243469757735,-0.038376807770260674,-0.07945226528063898,-0.03844732240543962,-0.7436454773536505,-0.2037315229310835,-0.0720616287512219,-0.07706571208529162,-0.10400413155653024,-0.06384029722254403,-0.2776806048016117,-0.41551477876448695,-0.0271763212599322,1.4324111846120866,-0.019213013923474496,-0.06085806194501845,2
1QPr59OUZ5I,-0.1819981362147409,-0.13403972855614363,-0.16556232001944615,-0.10717092938783085,-0.9252915127470066,0.25943310820633375,-0.19614368330655174,0.8703233857464431,-0.29094636964073795,-0.23507647410448282,-0.2621041608310696,-0.7819292969556675,-0.07945226528063898,-0.03844732240543962,-0.7436454773536505,-0.2037315229310835,-0.0720616287512219,-0.07706571208529162,-0.10400413155653024,-0.06384029722254403,-0.2776806048016117,-0.41551477876448695,-0.0271763212599322,1.4324111846120866,-0.019213013923474496,-0.06085806194501845,1
TUCnsS72Q9s,0.1522806251072504,-0.048334787730939896,0.2731244946703213,-0.06678935905240754,1.0807404868885035,0.3869241181374408,-0.6189768834127336,0.2811679155798757,0.37276610135534927,-0.1239113001294074,0.47707151661336045,1.9153751223552256,-0.07945226528063898,-0.03844732240543962,-0.7436454773536505,-0.2037315229310835,-0.0720616287512219,-0.07706571208529162,-0.10400413155653024,-0.06384029722254403,3.601259802478634,-0.41551477876448695,-0.0271763212599322,-0.6981235630820708,-0.019213013923474496,-0.06085806194501845,-1
kmeaG_BQZ7M,0.27150330275679085,-0.003584898669278681,-0.06085313687516909,-0.08760047557809647,1.0807404868885035,-0.24933101613050765,0.9882697692636053,0.8672594304618682,-0.10018257458172913,-0.12266333185507582,-0.08150560972260476,-0.2419369245379596,-0.07945226528063898,-0.03844732240543962,1.344726795836394,-0.2037315229310835,-0.0720616287512219,-0.07706571208529162,-0.10400413155653024,-0.06384029722254403,-0.2776806048016117,-0.41551477876448695,-0.0271763212599322,-0.6981235630820708,-0.019213013923474496,-0.06085806194501845,0
W94XoWC-MT8,-0.1706637896865835,-0.11966313340750165,-0.14273472558988812,-0.10577018116014025,-0.9252915127470066,-0.3738222375926475,-0.48323781633319224,0.39294766972652806,-0.29103818360491535,-0.23587645376751587,-0.2621386867004503,-0.49758291974752406,-0.07945226528063898,-0.03844732240543962,1.344726795836394,-0.2037315229310835,-0.0720616287512219,-0.07706571208529162,-0.10400413155653024,-0.06384029722254403,-0.2776806048016117,-0.41551477876448695,-0.0271763212599322,-0.6981235630820708,-0.019213013923474496,-0.06085806194501845,4
vx6SOaqg15w,-0.18367791117701704,-0.13516358421750954,-0.16705107617789558,-0.10769120730097308,-0.9252915127470066,-0.3267255586298621,1.157643295442502,1.270394173956412,-0.19349118468759968,-0.2272366734067587,-0.2502658753286496,-0.5544521951891528,-0.07945226528063898,-0.03844732240543962,-0.7436454773536505,-0.2037315229310835,-0.0720616287512219,-0.07706571208529162,-0.10400413155653024,-0.06384029722254403,-0.2776806048016117,-0.41551477876448695,-0.0271763212599322,1.4324111846120866,-0.019213013923474496,-0.06085806194501845,1
UD7xWjsFjbY,-0.18422661403916704,-0.13516358421750954,-0.16754732823071208,-0.10765118592303906,-0.9252915127470066,-0.08044292532765288,-0.6778371868366055,-0.9557695319954711,-0.29107405510719864,-0.22470873767157423,-0.2621335455431619,-0.8265743356201236,-0.07945226528063898,-0.03844732240543962,-0.7436454773536505,4.9084205802470295,-0.0720616287512219,-0.07706571208529162,-0.10400413155653024,-0.06384029722254403,-0.2776806048016117,-0.41551477876448695,-0.0271763212599322,-0.6981235630820708,-0.019213013923474496,-0.06085806194501845,7
1wo2NG51y8I,-0.18409903619393087,-0.13533873055434578,-0.16804358028352856,-0.1077312286789071,-0.9252915127470066,-0.3651228510326425,0.6843584066872872,-1.1013734737695278,-0.28421619254568753,0.16040147211254566,-0.25538877479140243,1.0750917160634972,-0.07945226528063898,-0.03844732240543962,1.344726795836394,-0.2037315229310835,-0.0720616287512219,-0.07706571208529162,-0.10400413155653024,-0.06384029722254403,-0.2776806048016117,-0.41551477876448695,-0.0271763212599322,-0.6981235630820708,-0.019213013923474496,-0.06085806194501845,4
