,video_id,final_emotion_score,admiration,amusement,anger,annoyance,approval,caring,confusion,curiosity,desire,disappointment,disapproval,disgust,embarrassment,excitement,fear,gratitude,grief,joy,love,nervousness,neutral,optimism,pride,realization,relief,remorse,sadness,surprise
959,fTD6ConK71E,0.18031552930672964,0.04914961394388229,0.0,0.0,0.004956922493875027,0.13230643048882484,0.10773452371358871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6741502285003662,0.10552544891834259,0.0,0.01022413745522499,0.0,0.0,0.0,0.0
960,BK9M6wGEf3w,0.8087767615603904,0.9273141026496887,0.0,0.0,0.005509234809627135,0.030269484594464303,0.0,0.0,0.0,0.0,0.0,0.009044048376381397,0.0,0.0,0.013932671397924423,0.0,0.6662438331792752,0.0,0.00631839269772172,0.0,0.0,0.20625891983509065,0.0,0.0,0.0066742839602132635,0.0,0.0,0.0,0.0
961,eoT2890I7yA,-0.15562760829925537,0.0,0.0,0.0,0.02561243437230587,0.03412375971674919,0.0,0.0,0.0,0.0,0.0,0.27433738112449646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7494295835494995,0.0,0.0,0.017512397840619087,0.0,0.0,0.0,0.0
962,fltUauX6FKk,0.3971029421637714,0.44137632474672817,0.5989447120604489,0.09816686964283387,0.03786682250714044,0.04140484757368734,0.023370763286948204,0.09949967193488891,0.07698622471652924,0.2967309024184942,0.06363446237810422,0.042437905610380015,0.11400793110951782,0.017864778637886047,0.0434641539843546,0.07534557189792394,0.05571966576389968,0.02891608017186324,0.10996123140437468,0.3946489172056317,0.11183935403823853,0.4572714344593477,0.11477579701070985,0.0,0.018236069788298247,0.04332979582250118,0.47232768032699823,0.5563336853520013,0.08873554097058681
963,AJU5Jz6rQ20,0.0064072031527757645,0.0,0.0,0.0,0.007641204632818699,0.012456901371479034,0.0,0.0,0.0,0.0,0.003601259784772992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9678456783294678,0.0,0.0,0.006347313057631254,0.0,0.0,0.0,0.0
964,jyk4ISfdMs8,0.6477480389502099,0.5117087949119095,0.0,0.008576232784738144,0.020770473056472838,0.03018012311723497,0.18624437181279063,0.0,0.0047883023507893085,0.0,0.08613985776901245,0.16066332925111054,0.01705179736018181,0.0,0.006921383319422603,0.0,0.3377242806988458,0.0,0.01221835520118475,0.8575592041015625,0.0,0.43187541716421646,0.017655680188909173,0.0,0.008548708699111427,0.0,0.0,0.042132508009672165,0.0
965,XoVt4z8yP3M,-0.011588476598262787,0.0,0.0,0.0,0.026678021997213364,0.014221836812794209,0.0,0.0,0.0,0.0,0.0,0.017406970262527466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9451678991317749,0.0,0.0,0.01013603713363409,0.0,0.0,0.0,0.0
966,vdiK1d2Vzt8,0.3271264135837555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10066203773021698,0.09477277100086212,0.11686988174915314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13000288605690002,0.6249626278877258,0.0,0.0,0.0,0.0,0.0,0.0
967,5cBjPJe5ExA,0.08911240100860596,0.0,0.0,0.0,0.0,0.05453791096806526,0.026151105761528015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01747717708349228,0.0,0.0,0.0,0.0,0.8846243619918823,0.009085853584110737,0.0,0.0,0.0,0.0,0.0,0.0
968,NHUjYTjGEV4,0.014242389549811682,0.004518525558523834,0.0,0.0,0.005853216862305999,0.011732003651559353,0.0,0.0,0.0,0.0,0.009262804873287678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9595588644345602,0.009298241697251797,0.0,0.007496967135618131,0.0,0.0,0.0,0.0
969,lbEXe2tJ3MU,0.1861621522344649,0.32833131837348145,0.0,0.0,0.015305782784707844,0.024914803355932234,0.0,0.04358780384063721,0.1123037189245224,0.0,0.0,0.0110617745667696,0.0,0.0,0.11760009499266744,0.0,0.012867054902017117,0.0,0.016882305964827538,0.0,0.0,0.6182806522895893,0.005881829187273979,0.0,0.009134625705579916,0.0,0.0,0.0,0.6600548624992371
970,qpoRO378qRY,0.48194442917979324,0.5448575580714901,0.29124726268595885,0.051111380406655374,0.04385734955693349,0.06208380915763042,0.12048966875847648,0.08137218756478672,0.0771778808112311,0.130816642085419,0.05478909492625722,0.04666354241031143,0.15614131346688068,0.06815520540944167,0.049715769675870734,0.3367058541315297,0.2431290287877722,0.01355370506644249,0.17901356224106943,0.40160102282340326,0.1087978236998121,0.4414807797598675,0.07808143172296696,0.019117278046905994,0.024723531631950162,0.04086417555809021,0.5042653791606426,0.19067480688152666,0.14663498401359626
971,upUZU5hvZQY,0.013392121531069279,0.0,0.0,0.0,0.011047059670090675,0.025168517604470253,0.0,0.0,0.0,0.0,0.006918171886354685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9372121095657349,0.0,0.0,0.007754161488264799,0.0,0.0,0.0,0.0
972,oJNHXPs0XDk,0.37161568623431823,0.31365367288453333,0.43387849002399226,0.05323390823064579,0.022145160085832078,0.044779466078379904,0.16219005323946475,0.09729131092519863,0.11738765703159429,0.015472328157297202,0.04005403324845247,0.054778943582537716,0.01767439628019929,0.0,0.07510970436939687,0.8768275181452433,0.6790254092391235,0.0,0.212532251308273,0.39331828235299326,0.06920483460028966,0.48414488737372324,0.039278625044971704,0.0,0.013808185779459142,0.03542446965972582,0.0,0.0,0.22934301011264324
